address,name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,approx_cost(for two people),listed_in(type)
 ('Rated 1.0', 'RATED\n  Ordered a veg noodles from here. Was happy with the seamless delivery. But, the food was horrible. The noodles were extremely thin, shorter in length,,," """"RATED\n  You know", sometimes these small, pocket friendly restaurants serve you the best food. I have been to chow san more than 15 times now.\nThe quantity, quality and the taste is commendable, just as how we Indians like the Chinese food to be. I've tried almost all the chicken starters. The best of what I like here is the lifu chicken,, I love this one the best.\nTriple Szechuan rice with sauce can't be ignored too.\nAlthough
"197, Next to Reliance Mart, Opposite Accenture, Hulimaavu, Bannerghatta Road, Bangalore",Guru Garden,No,No,2.9,106.0,"080 26583972
080 41503389",Bannerghatta Road,Casual Dining,Biryani,"North Indian, Chinese",450.0,Dine-out
"Opposite AECS Magnolia School, Bannerghatta Road, Bangalore",Guru Paradise,No,Yes,2.9,200.0,"+91 7619306668
+91 7619316668",Bannerghatta Road,Casual Dining,"Manchow Soup, Wine, Biryani, Cocktails, Noodles, Stuffed Mushroom, Fish","Chinese, South Indian, North Indian",1000.0,Dine-out
"70/71, Seetharam Complex, Bilekahalli, Bannerghatta Main Road, Bannerghatta Road, Bangalore",Status,Yes,No,3.2,66.0,080 26490166,Bannerghatta Road,Casual Dining,Prompt Service,"North Indian, Chinese",600.0,Dine-out
 guntur chicken, gongura chicken," dal fry ( inconsistent preparation for this dish)"""")", ('Rated 4.0',,, and the veg sheekh kebab, dal makhani & egg biryani for my veggie friends. Everything was either well above average, or just plain outstanding! Especially the mutton - great quality meat & straightforward tasty preparations. The biryani had a raw spice edge to it, that was actually interesting. The sheekh was as nice as veg sheekh can be," and the garlic naan was well....garlicky! The dal makhani & roti were good too.\n\nThe place is an absolutely no frills joint - so don't go there expecting anything fancy. Just a quiet place to have a beer (reasonably priced @ 85 for a KF pint + there's Foster's draught) with some good food. The service was fair and non-intrusive. Definitely look forward to my next visit there...hopefully soon :-)"""")",, rude and they dont stick to the promises made. it was a awful
"16, Above Dominos Pizza, Arakere Gate, Bannerghatta Road, Bangalore",Zhangs Classic,Yes,No,2.6,170.0,"+91 7892776107
080 41430988",Bannerghatta Road,Casual Dining,"Chowmein, Chicken Manchow Soup, Momos, Dragon Rolls, Chicken Momo, Hot Pot, Sweet Corn Chicken Soup","Italian, Chinese, Japanese",600.0,Dine-out
"204, Panduranga Nagar, Opposite HSBC, Bannerghatta Road, Bangalore",Coastal Inn,No,No,3.4,66.0,"080 42117811
+91 9740218147",Bannerghatta Road,Casual Dining,"Biryani, Sea Food, Fish Thali","Chinese, North Indian, Seafood",800.0,Dine-out
" it was so bad we both have to leave this after 1/2 bites it was full of oil and too thick layer of maida. Trust me it was one lifetime experience. And that lady who sit at the counter is very arrogant."""")", ('Rated 1.0'," """"RATED\n  I have a wrost experience of ordering food here. The quality of food is very bad but they have high price for all the itens. I have ordered a chicken roll cost rs.120 which is available in good restaurants between rs. 70-100. They sent me uncooked maida roti wrap which I throwed. When i called them they don't even said sorry for what they delivered. Its not at all worth for money. I would not recommend this place."""")", ('Rated 5.0',,, 'RATED\n  Okayish place situated in hulimavu (Bannerghatta)\nTypical Restaurant serving full fledged Indian Menu..\nNothing out of the box\nFood :- 3/5\nBeverage :- 1/5\nService :- 2.5/5\nAmbience :- 2/5\nValue For Money :- 3/5'), ('Rated 1.0', 'RATED\n  very bad experience ...this place is near by my house(hardly 2 kms) ..I ordered food and it has taken more than hr to deliver...when called she said they have no clue when the delivery boy will be available. Never order anything from here..'), ('Rated 2.0'," """"RATED\n  Aah this place is so pathetic that you can't even imagine. Very small food joint near to my house. Ordered chicken roll for me and my wife",, ('Rated 1.0'
"154/9, Bannerghatta Main Rd",Aramane Restaurant,Yes,Yes,2.9,90.0,+91 8043027998,Bannerghatta Road,Casual Dining,Afghan Chicken,"North Indian, South Indian, Seafood, Biryani, Chinese",800.0,Dine-out
"Opposite Ranka Colony, Bilekahalli, Bannerghatta Road, Bangalore",Tandoor Hut,No,No,2.2,90.0,"080 68888777
+91 8861767232",Bannerghatta Road,Casual Dining,"Noodles, Tandoori Chicken","North Indian, Chinese",750.0,Dine-out
" which is full of noise and dust."""")", ('Rated 1.0', 'RATED\n  No hygiene, no taste and no ambiance. Go at your own risk like we went. Cost-wise its ok,,," """"RATED\n  Horrible food. I don't think I have eaten worse mushrooms. Oily"," awful quality of mushrooms and intolerable taste. I am never wasting my money on this place again."""")", ('Rated 1.5', 'RATED\n  Just ordered using the zomato order app. The bill was around 360 but the food was not worth it. The delivery arrived 15 mins late(1 hr). The food I ordered were naan,mushroom kadai,, ('Rated 4.0'
 I had to wait today from 9:20 PM to 10:15PM to get my food ordered, I had to cancel my order at 10:15PM and get my cash refunded because of the delay," the cashier and the staff din't even bother to help me or at least acknowledge me. You guys need to take care of your customers to run your business or else the end result is going to be no business.\nI hope no other customer encounters a similar scenario."""")", ('Rated 4.0',,, 'RATED\n  Worst ever food order in recent times was from this place. Ordered a chicken biriyani, chicken tikka and Rava fry fish.\n\nChicken biriyani was just plain basmati rice in white with no flavour expect for the places where the chicken was.\n\nBoth the dishes (chicken tikka and biryani had chicken pieces that were very chewy. The tikka did not have any flavour.\n\nRava fry was burnt fish fry!!\n\nNever will I ever order from this place again. Waste of money!'), ('Rated 2.5', 'RATED\n  Decided to order in one day, heard alot about the butter chicken of this place from various friends.\n\nWe ordered\n\nButter chicken\nApart from the high expectations,, delivery was rather quick as the food arrived in 25 minutes and was still warm.')
"Royal Meenakshi Mall, Hulimavu, Bannerghatta Road, Bangalore",Chai Point,Yes,No,3.6,132.0,+91 8880141000,Bannerghatta Road,"Beverage Shop, Quick Bites","Ginger Tea, Ginger Chai, Banana Cake, Masala Chai, Egg Sandwich, Vada Pav","Tea, Beverages, Fast Food",250.0,Dine-out
 ('Rated 1.5', 'RATED\n  Ordered executive biryani from Ammis after a long time. The portion was good; however the quality has been degraded. They served stale dish. I will never order again from this restaurant.'), ('Rated 1.0'," """"RATED\n  Today's on occasion of bakrid I ordered two combo pack and invited my friends ",,," tell me how the hell you can investigate? Where you want to search the PC's. What a joke."""")", ('Rated 1.0', 'RATED\n  Instead of jeera sambha rice they use normal rice and charge for jeera sambha, No mutton meat only bones, did not give one portion of desert and bill amount shows different in zomato and collected different on delivery.'),, 'RATED\n  The Taste was okay but the delivery is horrible had a bitter experience donÃƒÂƒ\x83ÃƒÂ‚\x83ÃƒÂƒ\x82ÃƒÂ‚\x82ÃƒÂƒ\x83ÃƒÂ‚\x82ÃƒÂƒ\x82ÃƒÂ‚\x92t know whatÃƒÂƒ\x83ÃƒÂ‚\x83ÃƒÂƒ\x82ÃƒÂ‚\x82ÃƒÂƒ\x83ÃƒÂ‚\x82ÃƒÂƒ\x82ÃƒÂ‚\x92s the problem with it need to work on ur delivery service')
"1, Gottigere Main Road, Bannerghatta Road, Bangalore",Upahara Bhavan,Yes,No,3.8,55.0,"+91 8746969469
080 40972565",Bannerghatta Road,Quick Bites,"Masala Dosa, Idli, Coffee, Vada, Set Dosa","South Indian, North Indian, Chinese",300.0,Dine-out
"Ground Floor, 148/1 and 148/2, Near HSBC, Bannerghatta Road, Bangalore",Wangs Kitchen,Yes,No,3.0,114.0,080 39253925,Bannerghatta Road,Casual Dining,"Noodles, Momos",Chinese,1000.0,Dine-out
"204, Opposite HSBC Bank, 11th KM Stone, Bilekahalli, BG Road, Bannerghatta Road, Bangalore",Vasudev Adiga's,No,No,2.3,291.0,"+91 8494911156
080 22940208",Bannerghatta Road,Casual Dining,"Coffee, Masala Dosa, Curd Rice, Idli Vada","South Indian, North Indian, Chinese, Street Food, Juices",250.0,Dine-out
"1065/A, 5th Cross, 13th Main, 2nd Floor, Vijaya Bank Layout, Bannerghatta Road, Bangalore",Ambara Gardenia,Yes,Yes,3.8,257.0,"+91 8105266066
+91 9611911066",Bannerghatta Road,Casual Dining,"Fish Fry, Crab Sukha, Chicken Biryani, Fish Curry, Murgh Ghee Roast, Roti, Naan","Andhra, North Indian, Chinese, Seafood",800.0,Dine-out
"19/3C, Avanishringeri Nagar, Nyanappanahalli Village, Bannerghatta Road, Bangalore",Krishna Kuteera,Yes,No,4.0,398.0,+91 9035011234,Bannerghatta Road,Quick Bites,"Pav Bhaji, Coffee, Set Dosa, Vada, Masala Poori","South Indian, North Indian, Chinese",400.0,Dine-out
"14/1/148/2A, Ground Floor, Near HSBC, Bannerghatta Road, Bangalore",California Burrito,No,No,4.0,177.0,080 39515101,Bannerghatta Road,Quick Bites,"Rice Bowl, Nachos, Rice Bowls, Salad, California Burrito, Tacos, Salads","Mexican, Fast Food",400.0,Dine-out
"63, Ground Floor, Royal Meenakshi Mall, Hulimavu, Bannerghatta Road, Bangalore",McDonald's,Yes,No,4.0,256.0,080 66000666,Bannerghatta Road,Quick Bites,"Burgers, Mocha Frappe, French Fries, Maharaja Mac, Oreo Shake, Egg Wrap","Burger, Fast Food",500.0,Dine-out
"22, Nyanapanahalli Main Road, Opposite Dominos Road, Before New DLF Township Circle, Bannerghatta Road, Bangalore",Kanteen The Eatery,Yes,No,3.9,78.0,080 43749430,Bannerghatta Road,Quick Bites,"Chole Bhature, Pav Bhaji, Misal Pav",North Indian,400.0,Dine-out
"Shop 9, 1st Floor, SBI Building, New DLF New Town, Opposite Ample Mart, Bannerghatta Road, Bangalore",Punjabi Nawabi,Yes,No,3.8,312.0,"+91 9916713131
+91 9916813131",Bannerghatta Road,Quick Bites,"Dal Makhani, Lassi, Butter Chicken, Panneer Butter Masala, Mix Veg, Saag, Butter Naan",North Indian,400.0,Dine-out
"Royal Meenakshi Mall, Third Floor, Hulimavu, Bannerghatta Road, Bangalore",Taco Bell,Yes,No,3.7,168.0,"+91 8448797303
+91 8971535487",Bannerghatta Road,Quick Bites,"Tacos, Fries, Nachos, Burrito","Mexican, American, Fast Food",600.0,Dine-out
"9, Ground Floor, Opposite Royal Meenakshi Mall, Hulimavu, Bannerghatta Road, Bangalore",Purani Dilli By Anand Sweets,No,No,4.1,315.0,080 26488992,Bannerghatta Road,Quick Bites,"Chaat, Thali, Jalebi, Rajma, Paneer Tikka, Paratha, Kulfi","North Indian, Continental, Street Food",500.0,Dine-out
"Sir M Visveswaraya Road, Kutappa Garden, Mulki Sundar Ram Shetty Nagar, Bilekahalli, Bannerghatta Road, Bangalore",Shetty's Kitchen,Yes,No,3.7,108.0,+91 9900449437,Bannerghatta Road,Quick Bites,"Sea Food, Neer Dosa",Mangalorean,600.0,Dine-out
"10, 1st Floor, Opposite Royal Meenakshi Mall, Hulimavu, Bannerghatta Road, Bangalore",Domino's Pizza,Yes,No,3.7,314.0,"080 26788008
18602100000",Bannerghatta Road,Quick Bites,"Pizza, Peppy Paneer","Pizza, Fast Food",800.0,Dine-out
"71, 1st Main Road, Panduranga Nagar, Doresanipalya Ward, Bannerghatta Road, Bangalore",Polar Bear,Yes,No,3.9,188.0,080 49653453,Bannerghatta Road,Dessert Parlor,"Sandwiches, Hot Chocolate Fudge, Brownie, Sandwich","Ice Cream, Desserts, Beverages, Sandwich",400.0,Dine-out
"Shop 11& 12, First Floor, 3618/1, Dodda Kammanahalli, Main Road, Besides Campus Student Communities Building, Bangalore",Cravings,Yes,No,3.7,139.0,+91 9986624240,Bannerghatta Road,Quick Bites,"Malai Kofta, Sandwiches, Aloo Paratha, Chole Bhature, Panneer Butter Masala, Kulcha, Poori Chole","North Indian, Chinese, Rolls",400.0,Dine-out
"Royal Meenakshi Mall, Third Floor, Unit T001B & T007, Opposite Meenakshi Temple, Hulimavu, Bannerghatta Road, Bangalore",Burger King,Yes,No,3.8,472.0,080 33558000,Bannerghatta Road,Quick Bites,"Burgers, Whopper Meal, Crispy Chicken, French Fries, Grilled Wings","Burger, Fast Food, Beverages",600.0,Dine-out
"174/1, Meu Square, Bannerghatta Road, Bangalore",KFC,Yes,No,3.8,369.0,080 33994444,Bannerghatta Road,Quick Bites,"Rice Bowl, Paneer Zinger Burger, Burgers, Crispy Chicken, Chicken Boneless Strips","Burger, Fast Food",400.0,Dine-out
"316/B, 80 Feet Road, Shantiniketan Layout, Arekere, Bannerghatta Road, Bangalore",Ingu Tengu,No,No,3.9,197.0,"+91 9611778723
+91 8792558069",Bannerghatta Road,Quick Bites,"Vada, Masala Dosa, Coffee, Akki Rottis, Idli Chutney, Curd Rice, Ghee Roast Dosa",South Indian,150.0,Dine-out
"Mahadheshwara Swami Nilaya, 1/2, 1st Floor, DLF Circle Main Road, Near Akshaynagar, Yelenahalli, Bannerghatta Road, Bangalore",World on a Swirl,No,No,3.8,46.0,+91 9986075232,Bannerghatta Road,"Dessert Parlor, Quick Bites",Courteous Staff,"Ice Cream, Desserts, Rolls",300.0,Dine-out
"4th Floor, Gopalan Innovation Mall, Bannerghatta Road, Bangalore",Green Onion,No,No,3.3,50.0,+91 8747899743,Bannerghatta Road,Food Court,"Noodles, Momos, Chicken Noodle",Chinese,400.0,Dine-out
"13/11, 1A, BVN Building, Arekere Main Road, Bannerghatta Road, Bangalore",Punjabi Corner,Yes,No,3.9,201.0,"+91 8095825008
+91 9742228347",Bannerghatta Road,Quick Bites,"Paratha, Chicken Curry","North Indian, Chinese",250.0,Dine-out
"1/52-10, Bharath Petroleum Premises, Opposite Subramanya Arcade, Bannerghatta Road, Bangalore",Cravy Wings,Yes,No,4.2,289.0,"080 26651666
+91 8095050528",Bannerghatta Road,Quick Bites,"Burgers, Chicken Popcorn, Peri Peri Chicken, Wings, Peri Peri Burger, Fries, Crunchy Veg Burger","American, Burger, Fast Food",400.0,Dine-out
 ('Rated 5.0'," """"RATED\n  First things first.... Great pricing... Love the taste... I order food almost thrice a week... Good taste... suits everybody's pocket.. Don't judge by the ambience", to be fair," judge the taste..."""")",,, ample amount and is good compared to other fast food outlets whose items cost more than the quantity.'), ('Rated 5.0', 'RATED\n  Couple of my friends ordered food from this place today. Chicken biryani was awesome and very very reasonable price. I can bet you will not get hyderabadi biryani at this price and quality anywhere in Bangalore, must try. Chicken kabab and tandoor kalmi was also good. Best option for late night food.'), ('Rated 5.0',, in budget. Would recommend others to try once
"Opposite Shell Petrol Bunk, Gottigare Bannerghatta Road, Bangalore",Oottupura Family Restaurant,Yes,No,3.4,224.0,+91 9731552255,Bannerghatta Road,Quick Bites,"Appam, Tea, Chicken Curry, Kadala Curry, Fish, Egg Curry, Idiyappam","Kerala, South Indian, Biryani",400.0,Dine-out
 from not spicy at all to very spicy, which is something these guys should look into. And the place needs a makeover, congested and not suitable at all.'), ('Rated 3.5',,," """"RATED\n  food is awesome @reasonable price. deliver also too good on time. It's  family pack chicken is more than enough for 5 people.\nchilli mushroom and chilli baby corn is not bad"""")", ('Rated 3.5'," """"RATED\n  I don't have a pic to add. Simply because I ordered food at home. Well", my neighbours and my family decided a get together. Non of the women of the houses wanted to cook. That's when my neighbours suggested this place. I must admit. I have never heard about this place until today, but when the food came,, atleast 3-4 times a week for almost 2 months I am happy with their service and food. But the taste and consistency in the biryani varies
"Radha Krishna Towers, Opposite IIM-B Main Gate, Bannerghatta Road, Bangalore",Subway,Yes,No,3.2,167.0,"080 41252625
+91 9972004499",Bannerghatta Road,Quick Bites,Salad,"Salad, Fast Food",600.0,Dine-out
"F 7, Ranka Villa, Opposite Kalyani Motors, Bilekahalli Main Road, Bannerghatta Road, Bangalore",Shuddh Desi Khana,Yes,No,4.0,597.0,080 49653152,Bannerghatta Road,Quick Bites,"Paratha, Chicken Kebab, Biryani, Lassi, Butter Chicken, Veg Kolhapuri, Pahari Chicken",North Indian,400.0,Dine-out
"3rd Floor, 5, 3 Road Cross, DLF Main Road, Bannerghatta Road, Bangalore",Hunger Bee,Yes,No,3.8,56.0,"+91 7337613999
+91 7338032999",Bannerghatta Road,Quick Bites,"Chicken Curry, Chicken Biryani, Jeera Rice, Paneer Biryani, Ghee Rice, Roti, Aloo Matar","Biryani, North Indian, South Indian",500.0,Dine-out
"Survey # 81/4A, Cave Temple Road, Opposite Meenakshi Mall, Bannerghatta Road, Bangalore",Just Shawarma,Yes,No,3.6,137.0,+91 7676764422,Bannerghatta Road,Quick Bites,"Fries, Whole Meat Shawarma",Arabian,300.0,Dine-out
"69/1, Gowreesha Complex, Opposite Ananda Valmart Apartment, Doddakammanahalli, Bannerghatta Road, Bangalore",Faasos,Yes,No,3.9,114.0,+91 7700020020,Bannerghatta Road,Quick Bites,"Chicken Wrap, Veggie Wrap, Rolls, Paneer Wrap","North Indian, Biryani, Fast Food",500.0,Dine-out
 decent combination.\nNot a fancy place, there is no particular sitting arrangement,"s bt its ok to sit on the boundary walls n eat.\nrecommended and must visit."""")", ('Rated 4.0',,, as they use branded ingredients for cooking and also mineral water...'), ('Rated 3.5', 'RATED\n  Unlike the pakka punjabi paratha, these are quite thin. Even the aloo paratha!\n\nThey make some decent chat too. Their gulab jamuns can give you diabetes in a second but honestly, pretty good.\n\nTry out this place if you are in or around KFC,,[]
"G-2, Ground Floor, Next To Ample Mart, Begur Hulimavu Road, Akshay Nagar, Bannerghatta Road",Idly Pidly,Yes,No,3.2,148.0,+91 7022529610,Bannerghatta Road,Quick Bites,Tea,South Indian,250.0,Dine-out
"8, Arikere Gate, Bannerghatta Road, Bangalore",Pizza Hut,Yes,No,2.4,204.0,080 39883988,Bannerghatta Road,Quick Bites,"Pizza, Garlic Bread, Veg Supreme",Pizza,750.0,Dine-out
"8, First Floor, Arekere Gate, Opposite Rose Garden Apartment, Bannerghatta Road, Bangalore",Bangaliana,Yes,No,2.9,153.0,080 26488095,Bannerghatta Road,Quick Bites,"Masala Prawn, Mutton Kosha, Thali, Mutton Curry, Luchi, Fish Cutlet, Bengali Pulao",Bengali,600.0,Dine-out
"26/2, Dodda Kammanahalli, Bannerghatta Road, Bangalore",Ishta Cafe,Yes,No,3.9,63.0,+91 9972314007,Bannerghatta Road,Quick Bites,"Burgers, Masala Dosa, Millet Pizza, Falafel Wrap","Pizza, South Indian, Healthy Food",200.0,Dine-out
"81/3/4, 5th Cross, Opposite Royal Meenakshi Mall, Hulimavu, Bannerghatta Road, Bangalore",Brews N Bites,Yes,No,2.7,48.0,+91 9886791151,Bannerghatta Road,"Quick Bites, Cafe",Thin Crust Pizza,"Chinese, Fast Food, Cafe, Street Food, Finger Food",650.0,Dine-out
"14, Shanthiniketan Circle, Arakere, Off Bannerghatta Road, Bannerghatta Road, Bangalore",Mother's Rasoi,Yes,No,3.8,170.0,"+91 9008416337
+91 9741877160",Bannerghatta Road,Quick Bites,"Buttermilk, Dal Makhani, Boondi Raita, Baingan Bharta, Aloo Paratha, Roti, Thali","North Indian, Chinese, Momos",250.0,Dine-out
"Unit 19, 3rd Floor, 172/1, Vega City Mall, Bannerghatta Road, Bangalore",Smoke - The Sizzler House,Yes,No,3.8,92.0,+91 9620991924,Bannerghatta Road,Food Court,"Chicken Sizzler, Garlic Bread, Potato Wedges, Vanilla Ice Cream, Pasta, French Fries","Continental, Chinese, Thai, Italian, BBQ, Steak",1100.0,Dine-out
 ('Rated 3.5', 'RATED\n  We ordered food from here over a weekend. Ordered both veg and non veg and it was good. Food was better then expected and reasonably priced. Would definitely order again.'), ('Rated 3.5', 'RATED\n  Decent hotel with spicy food items. People who look for clean hygiene environment stay away. Good for take away not dine in. Hotel cat roam around when you dine. If u r lucky you will get a chance to sit next to a cat and eat ;)\nWhen comes to food items decent for this rate. We tried roti and chicken gravy it was good.\n\nQuality : 3.5/5\nAmbience : 2/5\nQuantity : 4/5\nService: 3.5/5\n\nOver all its OK'),,, ('Rated 4.0'," """"RATED\n  Its a good restaurant. You can have good food at an affordable rate. Though they are famous for their biriyani I like their rotti n curries better. They have good choice of starters. The ambiance is not so great but you would not mind all that once they serve the yummy food. They have door delivery also which I didn't use it till now. I would like to use it soon. :)"""")", ('Rated 3.0', 'RATED\n  This place pays no heed to the basics of sanitation that a restaurant must heed to. However, their menu is quite varied and every dish is so cheap that it is a delightful pocket friendly joint.'),, 'RATED\n  Decent hotel with spicy food items. People who look for clean hygiene environment stay away. Good for take away not dine in. Hotel cat roam around when you dine. If u r lucky you will get a chance to sit next to a cat and eat ;)\nWhen comes to food items decent for this rate. We tried roti and chicken gravy it was good.\n\nQuality : 3.5/5\nAmbience : 2/5\nQuantity : 4/5\nService: 3.5/5\n\nOver all its OK')
